交易日期,品種代碼,魚貨名稱,市場名稱,上價,中價,下價,交易量,平均價,
1060525,3641,鱈魚(凍),埔心,360,310,310,62,331,
1060525,3641,鱈魚(凍),彰化,354,345,331,44.4,345,
1060525,3642,圓鱈,台中,0,800,0,13,800,
1060525,3781,鮭魚(凍),佳里,372,320,288,64.9,341.7,
1060525,3781,鮭魚(凍),苗栗,395,0,0,51,395,
1060525,4010,溪蝦,桃園,0,147,0,9.5,147,
1060525,4051,斑節蝦(海),高雄,1000,1000,1000,18,1000,
1060525,4512,紅蟳,嘉義,219.4,61.6,8.1,34,82.5,
1060525,5022,文蛤養,彰化,0,99,0,12.6,99,
1060525,5999,其他貝類,苗栗,35,30,25,90,29,
1060525,6010,鮭魚片,三重,120,106.4,100,115,107.8,
1060525,6016,鮭,埔心,0,330,0,27.8,305.8,
1060525,6031,魚丸,台中,0,69,0,60,69,
1060525,6049,其他加工,岡山,184.5,67.2,27,55,82.6,
1060525,6049,其他加工,新營,127.6,88.2,30,121,84.4,
1060525,6051,熟小破,苗栗,285,230,175,252,224,
1060525,9999,其他,彰化,69.4,69.4,69.4,3.2,69.4,
1060525,1011,吳郭魚,彰化,46,43,10,4052.8,42.9,
1060525,1012,尼羅紅魚,埔心,94.8,81.1,75.2,210.4,82.2,
1060525,1019,其他吳郭,嘉義,66.4,59.6,43,2437.5,57.7,
1060525,1023,草魚,佳里,100,73,60,199.6,74.8,
1060525,1023,草魚,彰化,90,80,62,350,79.8,
1060525,1041,虱目魚,嘉義,133,125.8,87.4,1728,119.6,
1060525,1043,虱目魚頭,彰化,16,9,3,173,9,
1060525,1071,金目鱸,台北,137.6,106.1,73.7,4980.6,105.9,
1060525,1071,金目鱸,苗栗,135,117.5,100,642,109.5,
1060525,1072,加州鱸,苗栗,140,110,80,66,108.1,
1060525,1072,加州鱸,新營,140,122.7,100.9,54,121.8,
1060525,1073,七星鱸,新竹,168.4,151.6,129.2,253.8,150.5,
1060525,1074,銀花鱸,新營,136,135.7,135,30,135.6,
1060525,1074,銀花鱸,彰化,162,121,70,252,120.8,
1060525,1086,三角仔【養】,台中,0,488,0,6,488,
1060525,1102,泥鰍,彰化,0,179,178,30,178.5,
1060525,1141,田蛙,嘉義,71.9,68.2,65.1,480,68.3,
1060525,1161,加臘(養殖),台北,0,280,0,5.3,280,
1060525,1163,黑鯛(養殖),斗南,182,172.7,163.3,56.5,178.3,
1060525,1171,青石斑,三重,230,230,230,6,230,
1060525,1171,青石斑,台中,529,319.9,191.3,522,268.6,
1060525,1171,青石斑,佳里,270,0,180,50,231.5,
1060525,1171,青石斑,苗栗,190,132.5,75,66,125.9,
1060525,1172,淡水珍珠石斑,彰化,176,158,142,87,157.5,
1060525,1173,龍膽石斑,埔心,0,285,0,4.5,290.4,
1060525,1181,黃臘鰺(紅杉),桃園,231.7,178,0,90,195.4,
1060525,1511,金龍(養殖),彰化,246,236,224,30,235.6,
1060525,2011,加臘(沿海),台中,0,428,0,11,428,
1060525,2012,赤宗,三重,450,450,450,21.4,450,
1060525,2013,盤仔,嘉義,90,59.7,51,42,64,
1060525,2019,其他鯛類(沿海),三重,950.3,950.3,950.3,1.8,950.3,
1060525,2019,其他鯛類(沿海),高雄,251.5,200,200,192.9,210.3,
1060525,2041,秋姑,新竹,320,0,0,1.9,320,
1060525,2042,紅魚(沿海),新竹,134.6,67.3,43.5,201.4,76,
1060525,2051,紅目鰱,新竹,560,542.3,470.6,3.4,531.5,
1060525,2061,黃花(沿海),彰化,205,172,161,486.5,172.1,
1060525,2064,白口,桃園,235,114.6,48,52,113.1,
1060525,2064,白口,嘉義,320.4,190.5,118,29.6,202,
1060525,2071,四破,佳里,45,43,0,45,44.3,
1060525,2071,四破,桃園,72,60,55,187.4,60.8,
1060525,2073,硬尾,台中,44.5,30.6,25,688,29.6,
1060525,2073,硬尾,苗栗,28,24,20,202,22.8,
1060525,2073,硬尾,新竹,0,32,0,33,32,
1060525,2074,巴闌,三重,43,31.4,30,448,33.4,
1060525,2074,巴闌,嘉義,274,267.6,252.2,278,265.8,
1060525,2075,紅尾,斗南,43,36,30.5,172,36.3,
1060525,2075,紅尾,桃園,75.3,41.8,40,180,48.9,
1060525,2092,黑鯧,台中,419.3,347.9,160.3,218,222.6,
1060525,2092,黑鯧,新竹,202.5,180.2,180,100.9,184.6,
1060525,2092,黑鯧,嘉義,303.5,183.2,140,147.5,198.6,
1060525,2099,其他鯧類,佳里,122,120,115,60,117.4,
1060525,2102,青鱗,彰化,0,272,0,6.3,272,
1060525,2105,丁香,斗南,160,160,160,6,160,
1060525,2116,黑鮪肉,新竹,110,0,0,16,110,
1060525,2136,旗魚肉,佳里,0,155,0,16.9,155,
1060525,2139,其他旗魚,台中,116.5,89.6,72,181,93.8,
1060525,2141,土魠,台中,365,331.4,297.1,714,310.4,
1060525,2141,土魠,埔心,359,314.6,293.8,159.3,323.8,
1060525,2145,石喬,新竹,179.4,163.5,145,42,163,
1060525,2155,角鯊,新竹,89.1,55.4,50.9,424.2,61.2,
1060525,2156,黑鯊,埔心,87.3,61.8,50.3,268.5,63.1,
1060525,2159,其他鯊魚,桃園,0,65,0,30.5,65,
1060525,2161,魷魚,埔心,125,101.3,96,159,106.6,
1060525,2166,小卷,新竹,325.8,210.3,103.7,23.4,212.1,
1060525,2191,龍尖,新竹,276.4,205.4,148.2,36.4,208.2,
1060525,2201,石斑魚,嘉義,292.5,243.5,197.3,37.4,244,
1060525,2211,狗母,台北,29.8,15.7,10,54.5,17.4,
1060525,2271,午仔魚(沿海),斗南,295.6,223.2,81.8,409.6,209.4,
1060525,2281,飛魚,斗南,67,66,66,210,66.2,
1060525,2281,飛魚,台中,95.5,68,55,675,62.4,
1060525,2281,飛魚,台北,80.6,49.4,38,663.5,53.3,
1060525,2281,飛魚,岡山,78,44.3,28.2,206.1,47.8,
1060525,2291,暑魚,三重,90,90,90,4.5,90,
1060525,2291,暑魚,台南,0,50,0,100,50,
1060525,2291,暑魚,彰化,0,0,40,15,40,
1060525,2341,白帶魚,斗南,321.9,150.6,48,495,164.4,
1060525,2341,白帶魚,台北,346.8,143.1,43.1,1031.2,163.8,
1060525,2501,赤筆,岡山,332.5,303.4,206.8,16.1,289.9,
1060525,2551,沙腸,苗栗,325,252.5,180,23.9,216.4,
1060525,2568,肉栓(沿海),埔心,66,66,66,78,66,
1060525,2568,肉栓(沿海),桃園,85,73.3,70,85,75,
1060525,2571,剝皮魚,台北,275.1,263,260,39.7,263,
1060525,2781,鮭魚,桃園,330,0,0,40,330,
1060525,3078,青魽(凍),台北,0,70,0,30,70,
1060525,3111,長鰭鮪(凍),高雄,79,78.1,78,6943,78.3,
1060525,3133,黑皮旗(凍),台北,0,100,0,2640,100,
1060525,3159,其他沙魚(凍),埔心,0,185,0,24,185,
1060525,3163,花枝(凍),桃園,0,250,150,64,156.3,
1060525,3164,透抽(凍),桃園,220,0,0,90,220,
1060525,3201,石斑魚(凍),新竹,0,60,0,6.8,60,
1060525,3203,紅條(凍),台中,663,354.4,250,468,273.9,
1060525,3271,午仔魚(凍),桃園,0,55,50,145,52.9,
1060525,3341,白帶魚(凍),三重,160,115.5,100,62,121.3,
1060525,3641,鱈魚(凍),新竹,150,0,0,240,150,
1060525,3781,鮭魚(凍),埔心,291.6,276.4,257.5,294.9,277.5,
1060525,4015,白蝦,三重,166.7,51.3,50,446.1,74.1,
1060525,4016,蝦仁,桃園,100,96.3,0,128,96.9,
1060525,4032,泰國蝦(養),桃園,0,170,0,13.6,170,
1060525,5888,海瓜子,埔心,138,138,125,24,134.8,
1060525,5888,海瓜子,嘉義,139,134.5,130,48,134.5,
1060525,6009,鱈魚片,斗南,67,67,67,30,67,
1060525,6010,鮭魚片,桃園,0,130,120,203,125.9,
1060525,6031,魚丸,三重,50,45.4,42.5,210,45.7,
1060525,6049,其他加工,桃園,0,27,20.6,224,24.7,
1060525,6050,熟卷,三重,15,15,15,50,15,
1060525,6050,熟卷,斗南,303,303,303,12,303,
1060525,6050,熟卷,埔心,184,183,181,70,182.8,
1060525,1011,吳郭魚,台中,52,45,27,7710,47.2,
1060525,1011,吳郭魚,台北,39.8,24.9,6.7,15904,24.3,
1060525,1019,其他吳郭,斗南,104.6,102,97.3,344.7,101.6,
1060525,1019,其他吳郭,桃園,117.6,59.6,20,294.2,59.7,
1060525,1023,草魚,台中,80,69.6,35,384,60.4,
1060525,1023,草魚,埔心,86.8,78.5,71.5,319.2,79.8,
1060525,1024,大頭鰱,彰化,50,36,30,164.5,36.1,
1060525,1041,虱目魚,佳里,108,0,32,139.5,66.7,
1060525,1041,虱目魚,新竹,126,123.2,122,160,123.5,
1060525,1043,虱目魚頭,新竹,530,0,0,5,530,
1060525,1061,豆仔,埔心,80,68,58,17.7,71.7,
1060525,1071,金目鱸,佳里,170,125,115,58.3,124.3,
1060525,1071,金目鱸,埔心,131.2,119.1,110.7,1658.5,119.5,
1060525,1071,金目鱸,新營,116.8,102.2,92.2,131.4,103.1,
1060525,1071,金目鱸,彰化,170,112,40,1348.4,111.5,
1060525,1072,加州鱸,埔心,143.7,124.9,111.3,581.1,125.8,
1060525,1073,七星鱸,埔心,149,133,133,69,135.8,
1060525,1074,銀花鱸,台北,85,81.7,75,50,81,
1060525,1074,銀花鱸,嘉義,130,130,130,30,130,
1060525,1102,泥鰍,台中,0,173,0,18,173,
1060525,1102,泥鰍,埔心,0,172,0,18,172,
1060525,1111,鯰魚,台北,0,100,0,13.8,100,
1060525,1141,田蛙,彰化,71,67,65,60,67,
1060525,1163,黑鯛(養殖),嘉義,187,175.8,118.5,190.7,166.6,
1060525,1165,黃鍚鯛,台中,272,262.5,250,165,264.9,
1060525,1167,黃花(養殖),台北,233.7,197.6,164.3,1941.1,198.2,
1060525,1171,青石斑,彰化,237,213,148,165.4,213.4,
1060525,1172,淡水珍珠石斑,斗南,148.9,142,140,69,143,
1060525,1172,淡水珍珠石斑,新竹,176.2,155.1,139,117,156.1,
1060525,1172,淡水珍珠石斑,嘉義,163,139.4,131,78,142.4,
1060525,1181,黃臘鰺(紅杉),台中,214.7,192.2,170.7,507,192.1,
1060525,1181,黃臘鰺(紅杉),埔心,207,191.6,170.2,192.4,190.4,
1060525,1181,黃臘鰺(紅杉),新營,186,182.2,169.5,109.2,180.4,
1060525,1181,黃臘鰺(紅杉),嘉義,207.7,190.5,182.1,256.6,192.3,
1060525,1191,香魚(養殖),岡山,100,100,100,27,100,
1060525,1191,香魚(養殖),桃園,245,0,0,6,245,
1060525,1201,富貴魚,桃園,145,138,0,36,139.2,
1060525,1272,午仔魚(養殖),彰化,348,245,169,392,245.4,
1060525,1999,其他養殖,台中,493.3,197.8,33,153,224.8,
1060525,1999,其他養殖,苗栗,140,132.5,125,30,132,
1060525,2012,赤宗,台北,342,173.2,80.4,584.6,188.4,
1060525,2012,赤宗,新竹,418.4,281.7,146.7,249,282.1,
1060525,2013,盤仔,佳里,0,0,60,28,60,
1060525,2041,秋姑,台北,94.6,90,53,86.5,83.5,
1060525,2041,秋姑,嘉義,217.8,121,103,64.4,136.8,
1060525,2042,紅魚(沿海),斗南,240,231.8,130.1,70.5,213.1,
1060525,2051,紅目鰱,嘉義,221,221,221,2.2,220.9,
1060525,2061,黃花(沿海),斗南,177.3,165.4,161,611.7,166.9,
1060525,2062,三牙,台北,0,110,0,1.6,110,
1060525,2062,三牙,彰化,455,281,79,7.8,280.8,
1060525,2064,白口,三重,135,95,55,20,95,
1060525,2064,白口,彰化,139,44,9,57.2,44,
1060525,2067,鮸魚,台北,158.4,141.7,125.1,362.8,141.7,
1060525,2071,四破,台北,71.4,55.2,45.5,825.8,56.5,
1060525,2073,硬尾,斗南,30.4,29,29,182,29.3,
1060525,2075,紅尾,彰化,45,43,40,248,42.7,
1060525,2077,甘(瓜)仔,台北,110,81.7,40,72.8,79,
1060525,2078,青魽,台中,0,225.7,0,38,225.7,
1060525,2078,青魽,台北,0,100,0,0.7,100,
1060525,2082,紅古,台北,60,58.5,52.6,127.8,58.5,
1060525,2082,紅古,埔心,104,102.8,95,145,101.2,
1060525,2083,紅尾冬,彰化,113,104,73,74.7,99.2,
1060525,2091,白鯧,岡山,580,574,550,15.9,570.4,
1060525,2092,黑鯧,埔心,149,149,149,30,149,
1060525,2092,黑鯧,桃園,0,140,0,10,140,
1060525,2099,其他鯧類,桃園,0,150,0,12,150,
1060525,2099,其他鯧類,新竹,183.3,138.7,100,42.4,139.9,
1060525,2099,其他鯧類,彰化,282,215,178,11.4,215.3,
1060525,2105,丁香,彰化,0,190,0,6,190,
1060525,2106,勿仔,新竹,200,168.1,22,130,145.2,
1060525,2111,長鰭鮪,台北,73.8,70.8,70,103.6,70.8,
1060525,2115,小串仔,岡山,101.2,94.2,47.2,739.2,86.2,
1060525,2124,煙仔虎,新竹,0,50,0,11.8,50,
1060525,2136,旗魚肉,埔心,144,125.7,117,154.7,126.8,
1060525,2139,其他旗魚,新竹,0,50,0,300,50,
1060525,2139,其他旗魚,新營,159.2,149.2,140.3,37.4,149.4,
1060525,2141,土魠,岡山,380,356,342.7,46.4,358.1,
1060525,2142,馬加,台北,400,331.6,282.5,160.6,335.5,
1060525,2142,馬加,新竹,290,278.9,260,5.7,277.4,
1060525,2143,白北,苗栗,360,310,260,38.5,302.2,
1060525,2149,其他鰆類,台中,0,265,0,4,265,
1060525,2163,花枝,彰化,259,228,215,8.6,228.3,
1060525,2164,透抽,台中,318.5,219.5,143.6,1022,226,
1060525,2165,軟舌,台北,225,205,200,806.6,205,
1060525,2165,軟舌,埔心,123,123,123,45,123,
1060525,2169,章魚,苗栗,55,54,53,75,54.2,
1060525,2191,龍尖,斗南,76,76,76,15,76,
1060525,2201,石斑魚,台北,175.6,127.1,104.3,1049.9,131.8,
1060525,2221,海鰻,斗南,429.1,269.6,65,40,260.6,
1060525,2221,海鰻,新營,420,420,420,5.5,420,
1060525,2261,肉魚,新竹,321.8,160.3,133.4,141.5,187.2,
1060525,2261,肉魚,嘉義,243.3,179,108.2,875.6,177.7,
1060525,2271,午仔魚(沿海),台中,326.2,259.7,204.8,1385,258.9,
1060525,2271,午仔魚(沿海),岡山,40,39.6,35,57,38.8,
1060525,2271,午仔魚(沿海),桃園,0,35,25,84,28.3,
1060525,2271,午仔魚(沿海),新竹,186,39.1,35.3,39.1,67.7,
1060525,2271,午仔魚(沿海),嘉義,307.3,212.8,35.9,730,196.4,
1060525,2281,飛魚,苗栗,35,32.5,30,53,32.9,
1060525,2291,暑魚,嘉義,33,33,33,9,33,
1060525,2301,尖梭,桃園,0,102,0,10,102,
1060525,2301,尖梭,新竹,130,0,0,0.4,130,
1060525,2321,油魚,埔心,52,46,34.3,44.2,45.5,
1060525,2411,龍舌,新竹,437,367.4,350,2.3,367.4,
1060525,2441,牛尾,新竹,0,50,0,0.6,50,
1060525,2481,英哥,埔心,96,86.4,78.7,38.4,87.1,
1060525,2481,英哥,桃園,137,133,0,73.4,134.7,
1060525,2481,英哥,嘉義,273,273,252.3,17.4,268.9,
1060525,2482,紅鰱魚,台中,0,150,0,230,150,
1060525,2491,海鱺(沿海),台北,270,269.9,225,49.8,261,
1060525,2511,金龍(沿海),台中,254,244.2,226,94,243.2,
1060525,2511,金龍(沿海),苗栗,220,210,200,19.9,206.3,
1060525,2551,沙腸,桃園,0,75,65,49,70.3,
1060525,2901,翻車魚,桃園,62,61.5,58,49,60.6,
1060525,2999,其他非凍結魚,嘉義,31.4,10,10,18651.4,13,
1060525,3099,其他鯧類(凍),苗栗,100,95,90,40,92.5,
1060525,3103,鱙仔(凍),埔心,0,189,0,24,189,
1060525,3131,劍旗魚(凍),高雄,120,120,106.4,4560,117.3,
1060525,3157,水鯊(凍),高雄,22,17.4,15,13926,17.8,
1060525,3159,其他沙魚(凍),嘉義,100.7,92.8,68.6,191.3,89.5,
1060525,3161,魷魚(凍),台北,85.5,81.1,80,539.7,81.1,
1060525,3166,小卷(凍),桃園,220,210,0,70,217.1,
1060525,3261,肉魚(凍),佳里,0,85,0,20,85,
1060525,3261,肉魚(凍),彰化,103,101,100,30,101,
1060525,3341,白帶魚(凍),台北,150,129.6,100,1370,127.7,
1060525,3521,秋刀(凍),三重,45,45,45,25,45,
1060525,3781,鮭魚(凍),三重,267,267,267,4,267,
1060525,3781,鮭魚(凍),台北,300,236.9,199.3,929.7,242,
1060525,3781,鮭魚(凍),新營,249,249,249,25,249,
1060525,3781,鮭魚(凍),彰化,291,286,280,26.5,286.3,
1060525,3999,其他凍結(凍),三重,74,44.1,25.3,352,46.3,
1060525,4015,白蝦,台北,257,195.9,114.4,1426.7,191.8,
1060525,4042,紅尾蝦(養),埔心,466.7,246.4,197,119.6,239.4,
1060525,4071,劍蝦(海),彰化,274,192,172,143,192.4,
1060525,5012,牡蠣養,斗南,143.7,54.2,26,581,66.5,
1060525,5012,牡蠣養,苗栗,290,165,40,378,137.1,
1060525,5012,牡蠣養,新竹,190.9,115.5,32.3,643,114,
1060525,5888,海瓜子,彰化,115,114,110,48,113.6,
1060525,5999,其他貝類,佳里,0,55,50,72,50.8,
1060525,5999,其他貝類,埔心,0,75,0,10,75,
1060525,6009,鱈魚片,台中,0,250,0,354,250,
1060525,6009,鱈魚片,彰化,98,97,96,100,97.1,
1060525,6031,魚丸,埔心,63,63,63,60,63,
1060525,9999,其他,台北,100.2,100.2,100.2,8988.7,100.2,
1060525,9999,其他,新竹,168.4,168.4,168.4,332.9,168.4,
1060525,1022,鯽魚,桃園,0,67,45,86.8,57.6,
1060525,1023,草魚,桃園,92.1,73.2,65,140.1,74.3,
1060525,1024,大頭鰱,台中,60,60,47,173,53.2,
1060525,1024,大頭鰱,埔心,50,34,30,57.6,36.5,
1060525,1041,虱目魚,三重,118.1,80.8,80,2650.1,88.1,
1060525,1041,虱目魚,斗南,123.1,111.4,105,1020,112.5,
1060525,1041,虱目魚,岡山,110,106.7,88,3325,105.6,
1060525,1051,烏仔魚,埔心,0,19,0,7.7,19.7,
1060525,1071,金目鱸,新竹,121.7,115.1,110.7,784.2,115.5,
1060525,1072,加州鱸,嘉義,141.5,129.6,113.8,296,128.8,
1060525,1073,七星鱸,斗南,151,151,151,6,151,
1060525,1073,七星鱸,彰化,159,139,86,271,138.7,
1060525,1074,銀花鱸,新竹,133,123.6,119,29.5,124.6,
1060525,1086,三角仔【養】,彰化,591,514,486,60,524,
1060525,1111,鯰魚,埔心,150,100,88.3,96.8,104.5,
1060525,1121,鱒魚,台中,0,219,0,30,219,
1060525,1163,黑鯛(養殖),新營,160,160,160,3.1,160,
1060525,1170,象魚,台北,150,138.2,115.8,31.3,136.1,
1060525,1171,青石斑,嘉義,229,217.8,171.1,227.7,210.7,
1060525,1173,龍膽石斑,佳里,310,300,0,17.2,305.4,
1060525,1181,黃臘鰺(紅杉),斗南,197.2,183,169.3,135.8,183.1,
1060525,1201,富貴魚,彰化,136,133,129,30,133,
1060525,1511,金龍(養殖),埔心,0,232.5,0,12,232.5,
1060525,2012,赤宗,嘉義,419,418.8,418,15.6,418.7,
1060525,2013,盤仔,岡山,300,146.7,60,12.1,160,
1060525,2013,盤仔,彰化,0,45,0,15,45,
1060525,2015,黑鯛(沿海),台北,0,300,0,0.6,300,
1060525,2015,黑鯛(沿海),新竹,600,517.9,436.8,7.4,518.1,
1060525,2019,其他鯛類(沿海),台南,0,200,0,30,200,
1060525,2021,金線,埔心,281.2,234.9,159.2,88.8,234.9,
1060525,2042,紅魚(沿海),台中,305,282,266,288,282.5,
1060525,2051,紅目鰱,台中,0,626,0,2,626,
1060525,2051,紅目鰱,台北,0,350,0,3.6,350,
1060525,2061,黃花(沿海),三重,210,155.4,140,113.3,163.2,
1060525,2061,黃花(沿海),新營,165,159.7,152,145.5,159.2,
1060525,2071,四破,苗栗,45,42.5,40,45,41.6,
1060525,2071,四破,新竹,64.2,57,50.3,75.9,57.1,
1060525,2075,紅尾,台中,0,50.7,0,269,50.7,
1060525,2075,紅尾,新營,52,52,47,72,51,
1060525,2075,紅尾,嘉義,32,32,32,50,32,
1060525,2079,紅魽,埔心,151.2,128.2,56.2,275.9,120.4,
1060525,2079,紅魽,新竹,245.2,208.7,187.3,112.2,211.7,
1060525,2082,紅古,三重,94,84.8,80,171,85.7,
1060525,2082,紅古,台中,0,93,0,120,93,
1060525,2083,紅尾冬,台北,160,157.1,140,17.4,154.3,
1060525,2084,黑尾冬,岡山,147.2,96.5,90,104.9,105.3,
1060525,2091,白鯧,台北,722.5,297.8,182.9,432.8,359.8,
1060525,2091,白鯧,新竹,1129.6,560.8,237,76.4,609.8,
1060525,2092,黑鯧,彰化,416,204,88,70.2,204.3,
1060525,2105,丁香,新竹,100,0,0,25,100,
1060525,2105,丁香,嘉義,170,170,170,6,170,
1060525,2122,花鰹,台北,72,41.3,37.9,938.1,46.8,
1060525,2124,煙仔虎,桃園,0,70,0,11.5,70,
1060525,2133,黑皮旗,台中,154.5,147.2,116,982,144.2,
1060525,2136,旗魚肉,桃園,143.3,135.5,120,78.3,128.6,
1060525,2141,土魠,台南,0,350,0,100,350,
1060525,2141,土魠,嘉義,373.9,331.1,279.2,272.6,329.3,
1060525,2143,白北,新竹,374.8,304.7,260.6,40.3,309.9,
1060525,2151,大鯊,桃園,117,68.3,44.5,307,66,
1060525,2156,黑鯊,台中,116,107.3,99.5,201,107.5,
1060525,2164,透抽,台北,248.4,158.4,100,1796.2,164.7,
1060525,2165,軟舌,佳里,0,110,0,30,110,
1060525,2165,軟舌,彰化,326,137,30,94.6,136.5,
1060525,2166,小卷,桃園,225,186.2,111.9,346.1,172.9,
1060525,2166,小卷,高雄,180,180,180,9.1,180,
1060525,2169,章魚,台中,0,42,0,132,42,
